security_id,market,market_date,raw_close,volume,exchange_trading_value
010120,KR,2013-07-23,66900,95861,6367913400
010120,KR,2013-07-24,67400,166032,11150900200
010120,KR,2013-07-25,67500,122256,8234620300
010120,KR,2013-07-26,67300,169278,11459406200
010120,KR,2013-07-29,66100,89294,5950219300
010120,KR,2013-07-30,67500,72334,4844858900
010120,KR,2013-07-31,67100,39637,2659801300
010120,KR,2013-08-01,67000,41927,2799273100
010120,KR,2013-08-02,66100,54481,3617775500
010120,KR,2013-08-05,66200,64118,4238923500
010120,KR,2013-08-06,66000,51827,3409728200
010120,KR,2013-08-07,65400,83739,5494585400
010120,KR,2013-08-08,65300,43073,2823263300
010120,KR,2013-08-09,64900,93681,6052411500
010120,KR,2013-08-12,63800,52534,3390705900
010120,KR,2013-08-13,65000,82933,5328330000
010120,KR,2013-08-14,64600,44583,2875064600
010120,KR,2013-08-16,63400,51892,3295944400
010120,KR,2013-08-19,65300,118893,7741502900
010120,KR,2013-08-20,63700,111746,7130044000
010120,KR,2013-08-21,62300,91009,5658049300
010120,KR,2013-08-22,61700,67991,4187474900
010120,KR,2013-08-23,62500,119216,7358217600
010120,KR,2013-08-26,63400,105249,6581094600
010120,KR,2013-08-27,61500,103474,6436070900
010120,KR,2013-08-28,61400,87094,5270041500
010120,KR,2013-08-29,62200,69258,4315392200
010120,KR,2013-08-30,61900,81738,5118220200
010120,KR,2013-09-02,63800,69668,4415988100
010120,KR,2013-09-03,64700,75512,4886315400
010120,KR,2013-09-04,64700,72928,4707575900
010120,KR,2013-09-05,64500,66736,4303720500
010120,KR,2013-09-06,63900,67947,4336383700
010120,KR,2013-09-09,66200,102786,6731975200
010120,KR,2013-09-10,66500,120201,7925524700
010120,KR,2013-09-11,67100,95393,6327946200
010120,KR,2013-09-12,66100,121458,8094568500
010120,KR,2013-09-13,66100,82557,5451410500
010120,KR,2013-09-16,65100,39684,2602746900
010120,KR,2013-09-17,66500,48872,3214036600
010120,KR,2013-09-23,66900,76178,5088108100
010120,KR,2013-09-24,65600,101550,6694121400
010120,KR,2013-09-25,66200,85670,5611146100
010120,KR,2013-09-26,65600,57101,3747886400
010120,KR,2013-09-27,65900,40139,2646671000
010120,KR,2013-09-30,65000,51184,3333467700
010120,KR,2013-10-01,65900,54307,3556232300
010120,KR,2013-10-02,66000,49153,3230539600
010120,KR,2013-10-04,65900,78460,5104605700
010120,KR,2013-10-07,65800,80911,5269701800
010120,KR,2013-10-08,66000,71490,4694534300
010120,KR,2013-10-10,64800,58664,3824466100
010120,KR,2013-10-11,66800,158163,10434267900
010120,KR,2013-10-14,68700,223188,15244936600
